"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
1787, 1973.4, 905.841, 7124.36, 7725.83, 1915.51, 811.536, 6903.6, 7386.73, 0, 0, 0, 0, 57.9304, 94.1447, 220.76, 361.064, 14.3094, 6.90269, 43.621, 87.242, 180.919, 43.9143, 8.97912, 48.9513, 5.74397, 0.376915, 6.12089, 2.85823, 0, 0, 0, 0, 56.2483, 1.68216, 0, 0, 0, 0, 0, 7.29696, 1.68216, 0, 0, 0, 0, 0, 5.3303, 0, 0, 0, 0, 0, 0, 43.621, 0, 0, 0, 0, 0, 0, 0, 1915.51, 0, 0, 0, 0, 0
1788, 2108.45, 962.981, 7124.36, 7725.83, 2048.79, 865.567, 6903.6, 7386.73, 0, 0, 0, 0, 59.7351, 97.1011, 220.76, 361.064, 16.2144, 10.0598, 43.5206, 87.0413, 180.919, 43.9143, 10.1981, 49.537, 6.54195, 0.427125, 6.96907, 3.22905, 0, 0, 0, 0, 57.8488, 1.88632, 0, 0, 0, 0, 0, 8.3118, 1.88632, 0, 0, 0, 0, 0, 6.01631, 0, 0, 0, 0, 0, 0, 43.5206, 0, 0, 0, 0, 0, 0, 0, 2048.79, 0, 0, 0, 0, 0
1789, 2377.14, 1076.13, 7124.36, 7725.83, 2313.55, 971.873, 6903.6, 7386.73, 0, 0, 0, 0, 63.7537, 103.652, 220.76, 361.064, 20.4324, 17.0098, 43.3213, 86.6426, 180.919, 43.9143, 12.8884, 50.8653, 8.29173, 0.538511, 8.83025, 4.05814, 0, 0, 0, 0, 61.4016, 2.35209, 0, 0, 0, 0, 0, 10.5363, 2.35209, 0, 0, 0, 0, 0, 7.54398, 0, 0, 0, 0, 0, 0, 43.3213, 0, 0, 0, 0, 0, 0, 0, 2313.55, 0, 0, 0, 0, 0
1790, 2813.22, 1258.43, 7124.36, 7725.83, 2742.31, 1141.61, 6903.6, 7386.73, 0, 0, 0, 0, 71.1921, 115.888, 220.76, 361.064, 28.1932, 29.8901, 42.9988, 85.9976, 180.919, 43.9143, 17.8762, 53.3158, 11.5648, 0.74567, 12.3104, 5.56579, 0, 0, 0, 0, 68.005, 3.1871, 0, 0, 0, 0, 0, 14.6891, 3.1871, 0, 0, 0, 0, 0, 10.317, 0, 0, 0, 0, 0, 0, 42.9988, 0, 0, 0, 0, 0, 0, 0, 2742.31, 0, 0, 0, 0, 0
1791, 3357.45, 1483.7, 7124.36, 7725.83, 3275.55, 1348.44, 6903.6, 7386.73, 0, 0, 0, 0, 82.2753, 134.171, 220.76, 361.064, 39.6774, 48.9753, 42.5979, 85.1958, 180.919, 43.9143, 25.2602, 57.0152, 16.4193, 1.0547, 17.474, 7.78616, 0, 0, 0, 0, 77.8497, 4.42562, 0, 0, 0, 0, 0, 20.8345, 4.42562, 0, 0, 0, 0, 0, 14.4172, 0, 0, 0, 0, 0, 0, 42.5979, 0, 0, 0, 0, 0, 0, 0, 3275.55, 0, 0, 0, 0, 0
1792, 3688.87, 1619.79, 7124.36, 7725.83, 3599.04, 1472.14, 6903.6, 7386.73, 0, 0, 0, 0, 90.0634, 147.017, 220.76, 361.064, 47.7091, 62.308, 42.3543, 84.7087, 180.919, 43.9143, 30.4035, 59.6599, 19.7966, 1.26816, 21.0647, 9.33879, 0, 0, 0, 0, 84.7696, 5.29383, 0, 0, 0, 0, 0, 25.1097, 5.29383, 0, 0, 0, 0, 0, 17.3056, 0, 0, 0, 0, 0, 0, 42.3543, 0, 0, 0, 0, 0, 0, 0, 3599.04, 0, 0, 0, 0, 0
1793, 4081.63, 1779.96, 7124.36, 7725.83, 3981.59, 1615.29, 6903.6, 7386.73, 0, 0, 0, 0, 100.33, 163.955, 220.76, 361.064, 58.2638, 79.822, 42.0665, 84.133, 180.919, 43.9143, 37.129, 63.2012, 24.2095, 1.55013, 25.7596, 11.3694, 0, 0, 0, 0, 93.8829, 6.44739, 0, 0, 0, 0, 0, 30.6816, 6.44739, 0, 0, 0, 0, 0, 21.1347, 0, 0, 0, 0, 0, 0, 42.0665, 0, 0, 0, 0, 0, 0, 0, 3981.59, 0, 0, 0, 0, 0
1794, 4396.42, 1907.54, 7124.36, 7725.83, 4287.22, 1728.02, 6903.6, 7386.73, 0, 0, 0, 0, 109.442, 178.975, 220.76, 361.064, 67.6053, 95.302, 41.8365, 83.6731, 180.919, 43.9143, 43.0057, 66.4362, 28.0535, 1.79609, 29.8496, 13.1561, 0, 0, 0, 0, 101.961, 7.48119, 0, 0, 0, 0, 0, 35.5245, 7.48119, 0, 0, 0, 0, 0, 24.5996, 0, 0, 0, 0, 0, 0, 41.8365, 0, 0, 0, 0, 0, 0, 0, 4287.22, 0, 0, 0, 0, 0
1795, 4688.07, 2025.11, 7124.36, 7725.83, 4569.75, 1830.69, 6903.6, 7386.73, 0, 0, 0, 0, 118.564, 193.951, 220.76, 361.064, 76.9409, 110.705, 41.623, 83.246, 180.919, 43.9143, 48.9167, 69.6472, 31.9063, 2.0365, 33.9428, 14.9738, 0, 0, 0, 0, 110.052, 8.51227, 0, 0, 0, 0, 0, 40.4044, 8.51227, 0, 0, 0, 0, 0, 28.0242, 0, 0, 0, 0, 0, 0, 41.623, 0, 0, 0, 0, 0, 0, 0, 4569.75, 0, 0, 0, 0, 0
1796, 4515.21, 1955.75, 7124.36, 7725.83, 4401.99, 1771.06, 6903.6, 7386.73, 0, 0, 0, 0, 113.08, 184.979, 220.76, 361.064, 71.3304, 101.48, 41.7496, 83.4993, 180.919, 43.9143, 45.323, 67.7571, 29.5657, 1.88853, 31.4542, 13.8688, 0, 0, 0, 0, 105.191, 7.88899, 0, 0, 0, 0, 0, 37.434, 7.88899, 0, 0, 0, 0, 0, 26.0074, 0, 0, 0, 0, 0, 0, 41.7496, 0, 0, 0, 0, 0, 0, 0, 4401.99, 0, 0, 0, 0, 0
1797, 4480.67, 1941.75, 7124.36, 7725.83, 4368.61, 1758.53, 6903.6, 7386.73, 0, 0, 0, 0, 112.03, 183.272, 220.76, 361.064, 70.2548, 99.7209, 41.7754, 83.5508, 180.919, 43.9143, 44.5956, 67.4345, 29.0892, 1.85744, 30.9467, 13.649, 0, 0, 0, 0, 104.259, 7.77156, 0, 0, 0, 0, 0, 36.8241, 7.77156, 0, 0, 0, 0, 0, 25.6591, 0, 0, 0, 0, 0, 0, 41.7754, 0, 0, 0, 0, 0, 0, 0, 4368.61, 0, 0, 0, 0, 0
1798, 4523.21, 1958.87, 7124.36, 7725.83, 4409.85, 1773.29, 6903.6, 7386.73, 0, 0, 0, 0, 113.391, 185.508, 220.76, 361.064, 71.6464, 102.019, 41.7446, 83.4893, 180.919, 43.9143, 45.423, 67.9679, 29.6214, 1.88906, 31.5105, 13.9126, 0, 0, 0, 0, 105.461, 7.93028, 0, 0, 0, 0, 0, 37.4928, 7.93028, 0, 0, 0, 0, 0, 26.2233, 0, 0, 0, 0, 0, 0, 41.7446, 0, 0, 0, 0, 0, 0, 0, 4409.85, 0, 0, 0, 0, 0
1799, 4001.22, 1747.6, 7124.36, 7725.83, 3902.77, 1588.17, 6903.6, 7386.73, 0, 0, 0, 0, 98.0461, 160.379, 220.76, 361.064, 55.9189, 76.1248, 42.1272, 84.2544, 180.919, 43.9143, 35.4677, 62.5785, 23.1461, 1.47922, 24.6253, 10.8424, 0, 0, 0, 0, 91.873, 6.17316, 0, 0, 0, 0, 0, 29.2945, 6.17316, 0, 0, 0, 0, 0, 20.4513, 0, 0, 0, 0, 0, 0, 42.1272, 0, 0, 0, 0, 0, 0, 0, 3902.77, 0, 0, 0, 0, 0
1800, 3482.24, 1535.25, 7124.36, 7725.83, 3397.11, 1397.64, 6903.6, 7386.73, 0, 0, 0, 0, 84.7624, 138.632, 220.76, 361.064, 42.2535, 53.6138, 42.5089, 85.0178, 180.919, 43.9143, 26.8005, 57.9619, 17.5058, 1.11945, 18.6252, 8.17528, 0, 0, 0, 0, 80.1151, 4.64735, 0, 0, 0, 0, 0, 22.1532, 4.64735, 0, 0, 0, 0, 0, 15.453, 0, 0, 0, 0, 0, 0, 42.5089, 0, 0, 0, 0, 0, 0, 0, 3397.11, 0, 0, 0, 0, 0
1801, 2917.59, 1301.81, 7124.36, 7725.83, 2844.71, 1184.47, 6903.6, 7386.73, 0, 0, 0, 0, 72.495, 118.535, 220.76, 361.064, 29.5702, 32.6852, 42.9248, 85.8496, 180.919, 43.9143, 18.799, 53.696, 12.2988, 0.786493, 13.0852, 5.7138, 0, 0, 0, 0, 69.2644, 3.23062, 0, 0, 0, 0, 0, 15.5684, 3.23062, 0, 0, 0, 0, 0, 10.7712, 0, 0, 0, 0, 0, 0, 42.9248, 0, 0, 0, 0, 0, 0, 0, 2844.71, 0, 0, 0, 0, 0
1802, 2507.43, 1130.66, 7124.36, 7725.83, 2442.08, 1025.19, 6903.6, 7386.73, 0, 0, 0, 0, 65.0915, 106.372, 220.76, 361.064, 21.8636, 19.9164, 43.2279, 86.4557, 180.919, 43.9143, 13.9066, 51.1848, 9.1021, 0.585343, 9.68744, 4.21917, 0, 0, 0, 0, 62.7032, 2.3883, 0, 0, 0, 0, 0, 11.5183, 2.3883, 0, 0, 0, 0, 0, 7.95698, 0, 0, 0, 0, 0, 0, 43.2279, 0, 0, 0, 0, 0, 0, 0, 2442.08, 0, 0, 0, 0, 0
1803, 2279.07, 1034.89, 7124.36, 7725.83, 2217.45, 934.964, 6903.6, 7386.73, 0, 0, 0, 0, 61.4759, 100.438, 220.76, 361.064, 18.0791, 13.644, 43.3968, 86.7935, 180.919, 43.9143, 11.5028, 49.9731, 7.53129, 0.484975, 8.01626, 3.48651, 0, 0, 0, 0, 59.5031, 1.97277, 0, 0, 0, 0, 0, 9.53, 1.97277, 0, 0, 0, 0, 0, 6.57635, 0, 0, 0, 0, 0, 0, 43.3968, 0, 0, 0, 0, 0, 0, 0, 2217.45, 0, 0, 0, 0, 0
1804, 2163.16, 986.139, 7124.36, 7725.83, 2103.29, 888.733, 6903.6, 7386.73, 0, 0, 0, 0, 59.7966, 97.6693, 220.76, 361.064, 16.3141, 10.7044, 43.4825, 86.9649, 180.919, 43.9143, 10.3812, 49.4153, 6.7951, 0.438391, 7.23349, 3.14775, 0, 0, 0, 0, 58.0139, 1.7827, 0, 0, 0, 0, 0, 8.59854, 1.7827, 0, 0, 0, 0, 0, 5.93285, 0, 0, 0, 0, 0, 0, 43.4825, 0, 0, 0, 0, 0, 0, 0, 2103.29, 0, 0, 0, 0, 0
1805, 2119.86, 967.929, 7124.36, 7725.83, 2060.63, 871.348, 6903.6, 7386.73, 0, 0, 0, 0, 59.1993, 96.6791, 220.76, 361.064, 15.685, 9.65032, 43.5144, 87.0287, 180.919, 43.9143, 9.98252, 49.2168, 6.53191, 0.421506, 6.95342, 3.02911, 0, 0, 0, 0, 57.4837, 1.71561, 0, 0, 0, 0, 0, 8.26691, 1.71561, 0, 0, 0, 0, 0, 5.70245, 0, 0, 0, 0, 0, 0, 43.5144, 0, 0, 0, 0, 0, 0, 0, 2060.63, 0, 0, 0, 0, 0
1806, 2237.58, 1017.67, 7124.36, 7725.83, 2176.74, 917.928, 6903.6, 7386.73, 0, 0, 0, 0, 60.9186, 99.4705, 220.76, 361.064, 17.492, 12.6173, 43.4266, 86.8532, 180.919, 43.9143, 11.1374, 49.7812, 7.27997, 0.468638, 7.7486, 3.3888, 0, 0, 0, 0, 59.0016, 1.91705, 0, 0, 0, 0, 0, 9.22035, 1.91705, 0, 0, 0, 0, 0, 6.35462, 0, 0, 0, 0, 0, 0, 43.4266, 0, 0, 0, 0, 0, 0, 0, 2176.74, 0, 0, 0, 0, 0
1807, 2590.07, 1165.61, 7124.36, 7725.83, 2523.73, 1056.11, 6903.6, 7386.73, 0, 0, 0, 0, 66.5619, 108.717, 220.76, 361.064, 23.3963, 22.3854, 43.1656, 86.3312, 180.919, 43.9143, 14.9009, 51.661, 9.73667, 0.626566, 10.3632, 4.53771, 0, 0, 0, 0, 63.9928, 2.56913, 0, 0, 0, 0, 0, 12.3318, 2.56913, 0, 0, 0, 0, 0, 8.49537, 0, 0, 0, 0, 0, 0, 43.1656, 0, 0, 0, 0, 0, 0, 0, 2523.73, 0, 0, 0, 0, 0
1808, 2742.9, 1229.26, 7124.36, 7725.83, 2673.69, 1115.72, 6903.6, 7386.73, 0, 0, 0, 0, 69.3111, 113.202, 220.76, 361.064, 26.2583, 27.0966, 43.0528, 86.1056, 180.919, 43.9143, 16.7201, 52.591, 10.9185, 0.704879, 11.6234, 5.09673, 0, 0, 0, 0, 66.4163, 2.89485, 0, 0, 0, 0, 0, 13.8253, 2.89485, 0, 0, 0, 0, 0, 9.53822, 0, 0, 0, 0, 0, 0, 43.0528, 0, 0, 0, 0, 0, 0, 0, 2673.69, 0, 0, 0, 0, 0
1809, 2556, 1151.01, 7124.36, 7725.83, 2489.78, 1043.55, 6903.6, 7386.73, 0, 0, 0, 0, 66.1, 107.872, 220.76, 361.064, 22.9092, 21.4899, 43.1909, 86.3817, 180.919, 43.9143, 14.5826, 51.5174, 9.50522, 0.616797, 10.122, 4.46058, 0, 0, 0, 0, 63.5554, 2.54461, 0, 0, 0, 0, 0, 12.038, 2.54461, 0, 0, 0, 0, 0, 8.32657, 0, 0, 0, 0, 0, 0, 43.1909, 0, 0, 0, 0, 0, 0, 0, 2489.78, 0, 0, 0, 0, 0
1810, 2411.39, 1090.38, 7124.36, 7725.83, 2347.44, 986.61, 6903.6, 7386.73, 0, 0, 0, 0, 63.8531, 104.093, 220.76, 361.064, 20.5557, 17.4984, 43.2974, 86.5947, 180.919, 43.9143, 13.0652, 50.7879, 8.48762, 0.552133, 9.03975, 4.02544, 0, 0, 0, 0, 61.5455, 2.3076, 0, 0, 0, 0, 0, 10.7576, 2.3076, 0, 0, 0, 0, 0, 7.49052, 0, 0, 0, 0, 0, 0, 43.2974, 0, 0, 0, 0, 0, 0, 0, 2347.44, 0, 0, 0, 0, 0
1811, 2530.97, 1140.61, 7124.36, 7725.83, 2465.15, 1032.96, 6903.6, 7386.73, 0, 0, 0, 0, 65.8979, 107.386, 220.76, 361.064, 22.6894, 20.9694, 43.2084, 86.4168, 180.919, 43.9143, 14.416, 51.4819, 9.35392, 0.608069, 9.96198, 4.45401, 0, 0, 0, 0, 63.3424, 2.55545, 0, 0, 0, 0, 0, 11.8605, 2.55545, 0, 0, 0, 0, 0, 8.27344, 0, 0, 0, 0, 0, 0, 43.2084, 0, 0, 0, 0, 0, 0, 0, 2465.15, 0, 0, 0, 0, 0
1812, 2679.05, 1202.52, 7124.36, 7725.83, 2610.74, 1090.66, 6903.6, 7386.73, 0, 0, 0, 0, 68.4081, 111.536, 220.76, 361.064, 25.3091, 25.3384, 43.0991, 86.1981, 180.919, 43.9143, 16.0994, 52.3087, 10.4639, 0.678993, 11.1429, 4.95656, 0, 0, 0, 0, 65.5731, 2.83506, 0, 0, 0, 0, 0, 13.2644, 2.83506, 0, 0, 0, 0, 0, 9.20964, 0, 0, 0, 0, 0, 0, 43.0991, 0, 0, 0, 0, 0, 0, 0, 2610.74, 0, 0, 0, 0, 0
1813, 2555.82, 1150.88, 7124.36, 7725.83, 2489.4, 1043.05, 6903.6, 7386.73, 0, 0, 0, 0, 66.3416, 108.097, 220.76, 361.064, 23.1515, 21.7167, 43.1901, 86.3802, 180.919, 43.9143, 14.707, 51.6346, 9.53937, 0.619805, 10.1592, 4.54784, 0, 0, 0, 0, 63.7324, 2.60923, 0, 0, 0, 0, 0, 12.0978, 2.60923, 0, 0, 0, 0, 0, 8.44449, 0, 0, 0, 0, 0, 0, 43.1901, 0, 0, 0, 0, 0, 0, 0, 2489.4, 0, 0, 0, 0, 0
1814, 2574.53, 1158.76, 7124.36, 7725.83, 2507.85, 1050.07, 6903.6, 7386.73, 0, 0, 0, 0, 66.6893, 108.647, 220.76, 361.064, 23.5132, 22.2952, 43.1762, 86.3523, 180.919, 43.9143, 14.9343, 51.755, 9.68225, 0.629837, 10.3121, 4.62222, 0, 0, 0, 0, 64.0337, 2.65562, 0, 0, 0, 0, 0, 12.2787, 2.65562, 0, 0, 0, 0, 0, 8.57889, 0, 0, 0, 0, 0, 0, 43.1762, 0, 0, 0, 0, 0, 0, 0, 2507.85, 0, 0, 0, 0, 0
1815, 2524.97, 1137.97, 7124.36, 7725.83, 2459.04, 1030.76, 6903.6, 7386.73, 0, 0, 0, 0, 65.8996, 107.321, 220.76, 361.064, 22.6868, 20.8957, 43.2127, 86.4255, 180.919, 43.9143, 14.3966, 51.5029, 9.32167, 0.607086, 9.92875, 4.46789, 0, 0, 0, 0, 63.3267, 2.57292, 0, 0, 0, 0, 0, 11.8237, 2.57292, 0, 0, 0, 0, 0, 8.2902, 0, 0, 0, 0, 0, 0, 43.2127, 0, 0, 0, 0, 0, 0, 0, 2459.04, 0, 0, 0, 0, 0
1816, 2518.97, 1135.5, 7124.36, 7725.83, 2453.22, 1028.41, 6903.6, 7386.73, 0, 0, 0, 0, 65.7481, 107.107, 220.76, 361.064, 22.5308, 20.672, 43.2173, 86.4345, 180.919, 43.9143, 14.306, 51.442, 9.27219, 0.603522, 9.87571, 4.43034, 0, 0, 0, 0, 63.2007, 2.54735, 0, 0, 0, 0, 0, 11.7587, 2.54735, 0, 0, 0, 0, 0, 8.22475, 0, 0, 0, 0, 0, 0, 43.2173, 0, 0, 0, 0, 0, 0, 0, 2453.22, 0, 0, 0, 0, 0
1817, 2736.3, 1226.42, 7124.36, 7725.83, 2666.99, 1112.71, 6903.6, 7386.73, 0, 0, 0, 0, 69.451, 113.239, 220.76, 361.064, 26.3943, 27.1255, 43.0567, 86.1134, 180.919, 43.9143, 16.7918, 52.6592, 10.9142, 0.707952, 11.6222, 5.16963, 0, 0, 0, 0, 66.4949, 2.95619, 0, 0, 0, 0, 0, 13.8356, 2.95619, 0, 0, 0, 0, 0, 9.60253, 0, 0, 0, 0, 0, 0, 43.0567, 0, 0, 0, 0, 0, 0, 0, 2666.99, 0, 0, 0, 0, 0
1818, 3097.43, 1376.45, 7124.36, 7725.83, 3021.29, 1251.02, 6903.6, 7386.73, 0, 0, 0, 0, 76.3808, 124.686, 220.76, 361.064, 33.5903, 39.1052, 42.7905, 85.5811, 180.919, 43.9143, 21.397, 54.9837, 13.9449, 0.900632, 14.8456, 6.55149, 0, 0, 0, 0, 72.6523, 3.72846, 0, 0, 0, 0, 0, 17.6686, 3.72846, 0, 0, 0, 0, 0, 12.1932, 0, 0, 0, 0, 0, 0, 42.7905, 0, 0, 0, 0, 0, 0, 0, 3021.29, 0, 0, 0, 0, 0
1819, 3298.62, 1459.56, 7124.36, 7725.83, 3218.09, 1327.41, 6903.6, 7386.73, 0, 0, 0, 0, 80.6628, 131.744, 220.76, 361.064, 38.0204, 46.4589, 42.6424, 85.2848, 180.919, 43.9143, 24.2236, 56.4392, 15.7991, 1.01703, 16.8162, 7.40739, 0, 0, 0, 0, 76.4567, 4.20609, 0, 0, 0, 0, 0, 20.0175, 4.20609, 0, 0, 0, 0, 0, 13.7969, 0, 0, 0, 0, 0, 0, 42.6424, 0, 0, 0, 0, 0, 0, 0, 3218.09, 0, 0, 0, 0, 0
1820, 3339.67, 1476.51, 7124.36, 7725.83, 3258.18, 1343.24, 6903.6, 7386.73, 0, 0, 0, 0, 81.516, 133.194, 220.76, 361.064, 38.9037, 47.9697, 42.6123, 85.2247, 180.919, 43.9143, 24.7843, 56.7317, 16.1774, 1.03847, 17.2159, 7.56844, 0, 0, 0, 0, 77.227, 4.28897, 0, 0, 0, 0, 0, 20.4954, 4.28897, 0, 0, 0, 0, 0, 14.1193, 0, 0, 0, 0, 0, 0, 42.6123, 0, 0, 0, 0, 0, 0, 0, 3258.18, 0, 0, 0, 0, 0
1821, 3311.26, 1464.82, 7124.36, 7725.83, 3230.41, 1332.76, 6903.6, 7386.73, 0, 0, 0, 0, 80.8346, 132.117, 220.76, 361.064, 38.2011, 46.8498, 42.6335, 85.2671, 180.919, 43.9143, 24.328, 56.5066, 15.8884, 1.01904, 16.9074, 7.42062, 0, 0, 0, 0, 76.6313, 4.20326, 0, 0, 0, 0, 0, 20.1248, 4.20326, 0, 0, 0, 0, 0, 13.873, 0, 0, 0, 0, 0, 0, 42.6335, 0, 0, 0, 0, 0, 0, 0, 3230.41, 0, 0, 0, 0, 0
1822, 3158.72, 1401.85, 7124.36, 7725.83, 3081.16, 1275.54, 6903.6, 7386.73, 0, 0, 0, 0, 77.4624, 126.63, 220.76, 361.064, 34.7161, 41.1371, 42.7463, 85.4925, 180.919, 43.9143, 22.098, 55.3644, 14.4422, 0.9253, 15.3675, 6.73045, 0, 0, 0, 0, 73.6535, 3.80894, 0, 0, 0, 0, 0, 18.2891, 3.80894, 0, 0, 0, 0, 0, 12.6181, 0, 0, 0, 0, 0, 0, 42.7463, 0, 0, 0, 0, 0, 0, 0, 3081.16, 0, 0, 0, 0, 0
1823, 2967.65, 1322.71, 7124.36, 7725.83, 2894.03, 1202.97, 6903.6, 7386.73, 0, 0, 0, 0, 73.4894, 120.141, 220.76, 361.064, 30.6022, 34.3661, 42.8872, 85.7744, 180.919, 43.9143, 19.483, 54.0064, 12.7419, 0.813973, 13.5559, 5.9271, 0, 0, 0, 0, 70.1451, 3.34436, 0, 0, 0, 0, 0, 16.1387, 3.34436, 0, 0, 0, 0, 0, 11.1192, 0, 0, 0, 0, 0, 0, 42.8872, 0, 0, 0, 0, 0, 0, 0, 2894.03, 0, 0, 0, 0, 0
1824, 2588.96, 1164.84, 7124.36, 7725.83, 2522.25, 1057.06, 6903.6, 7386.73, 0, 0, 0, 0, 66.4589, 108.609, 220.76, 361.064, 23.2918, 22.2751, 43.167, 86.3341, 180.919, 43.9143, 14.8337, 51.6251, 9.70746, 0.620643, 10.3281, 4.50563, 0, 0, 0, 0, 63.9207, 2.53817, 0, 0, 0, 0, 0, 12.2956, 2.53817, 0, 0, 0, 0, 0, 8.45808, 0, 0, 0, 0, 0, 0, 43.167, 0, 0, 0, 0, 0, 0, 0, 2522.25, 0, 0, 0, 0, 0
1825, 2191.78, 998.008, 7124.36, 7725.83, 2131.35, 900.601, 6903.6, 7386.73, 0, 0, 0, 0, 60.1833, 98.3137, 220.76, 361.064, 16.7221, 11.3912, 43.4613, 86.9225, 180.919, 43.9143, 10.6483, 49.5351, 6.97277, 0.44697, 7.41974, 3.22852, 0, 0, 0, 0, 58.3646, 1.81873, 0, 0, 0, 0, 0, 8.82953, 1.81873, 0, 0, 0, 0, 0, 6.07379, 0, 0, 0, 0, 0, 0, 43.4613, 0, 0, 0, 0, 0, 0, 0, 2131.35, 0, 0, 0, 0, 0
1826, 1913.69, 880.499, 7124.36, 7725.83, 1857.03, 788.922, 6903.6, 7386.73, 0, 0, 0, 0, 56.4918, 92.2277, 220.76, 361.064, 12.8243, 4.89264, 43.6675, 87.335, 180.919, 43.9143, 8.15926, 48.3326, 5.33679, 0.344804, 5.6816, 2.47766, 0, 0, 0, 0, 55.0874, 1.40438, 0, 0, 0, 0, 0, 6.75488, 1.40438, 0, 0, 0, 0, 0, 4.66505, 0, 0, 0, 0, 0, 0, 43.6675, 0, 0, 0, 0, 0, 0, 0, 1857.03, 0, 0, 0, 0, 0
1827, 1751.42, 811.723, 7124.36, 7725.83, 1696.75, 723.037, 6903.6, 7386.73, 0, 0, 0, 0, 54.5741, 89.0729, 220.76, 361.064, 10.7863, 1.49719, 43.7879, 87.5757, 180.919, 43.9143, 6.8577, 47.7164, 4.48244, 0.289955, 4.77239, 2.08531, 0, 0, 0, 0, 53.3902, 1.18398, 0, 0, 0, 0, 0, 5.67372, 1.18398, 0, 0, 0, 0, 0, 3.92858, 0, 0, 0, 0, 0, 0, 43.7879, 0, 0, 0, 0, 0, 0, 0, 1696.75, 0, 0, 0, 0, 0
1828, 1657.87, 771.976, 7124.36, 7725.83, 1604.24, 684.79, 6903.6, 7386.73, 0, 0, 0, 0, 53.5707, 87.4092, 220.76, 361.064, 9.71341, -0.305281, 43.8573, 87.7145, 180.919, 43.9143, 6.16925, 47.4014, 4.02647, 0.261237, 4.2877, 1.88155, 0, 0, 0, 0, 52.498, 1.07269, 0, 0, 0, 0, 0, 5.09656, 1.07269, 0, 0, 0, 0, 0, 3.54415, 0, 0, 0, 0, 0, 0, 43.8573, 0, 0, 0, 0, 0, 0, 0, 1604.24, 0, 0, 0, 0, 0
1829, 1651.43, 769.335, 7124.36, 7725.83, 1597.9, 682.032, 6903.6, 7386.73, 0, 0, 0, 0, 53.523, 87.3169, 220.76, 361.064, 9.6612, -0.406747, 43.8618, 87.7236, 180.919, 43.9143, 6.13294, 47.3901, 3.99868, 0.259496, 4.25818, 1.87476, 0, 0, 0, 0, 52.4527, 1.07028, 0, 0, 0, 0, 0, 5.06266, 1.07028, 0, 0, 0, 0, 0, 3.52825, 0, 0, 0, 0, 0, 0, 43.8618, 0, 0, 0, 0, 0, 0, 0, 1597.9, 0, 0, 0, 0, 0
1830, 1653.75, 770.319, 7124.36, 7725.83, 1600.17, 682.915, 6903.6, 7386.73, 0, 0, 0, 0, 53.5876, 87.3961, 220.76, 361.064, 9.72766, -0.323777, 43.8599, 87.7198, 180.919, 43.9143, 6.16902, 47.4186, 4.0146, 0.260856, 4.27546, 1.89356, 0, 0, 0, 0, 52.5032, 1.0844, 0, 0, 0, 0, 0, 5.08463, 1.0844, 0, 0, 0, 0, 0, 3.55864, 0, 0, 0, 0, 0, 0, 43.8599, 0, 0, 0, 0, 0, 0, 0, 1600.17, 0, 0, 0, 0, 0
1831, 1673.67, 778.789, 7124.36, 7725.83, 1619.81, 690.922, 6903.6, 7386.73, 0, 0, 0, 0, 53.8731, 87.8169, 220.76, 361.064, 10.0282, 0.127153, 43.8449, 87.6897, 180.919, 43.9143, 6.34844, 47.5246, 4.1182, 0.268321, 4.38652, 1.96192, 0, 0, 0, 0, 52.743, 1.13009, 0, 0, 0, 0, 0, 5.21835, 1.13009, 0, 0, 0, 0, 0, 3.67978, 0, 0, 0, 0, 0, 0, 43.8449, 0, 0, 0, 0, 0, 0, 0, 1619.81, 0, 0, 0, 0, 0
1832, 1774.34, 821.661, 7124.36, 7725.83, 1719.3, 731.666, 6903.6, 7386.73, 0, 0, 0, 0, 55.0909, 89.7515, 220.76, 361.064, 11.3213, 2.21233, 43.7696, 87.5392, 180.919, 43.9143, 7.15658, 47.9344, 4.6293, 0.301643, 4.93094, 2.22564, 0, 0, 0, 0, 53.8049, 1.28602, 0, 0, 0, 0, 0, 5.87056, 1.28602, 0, 0, 0, 0, 0, 4.16476, 0, 0, 0, 0, 0, 0, 43.7696, 0, 0, 0, 0, 0, 0, 0, 1719.3, 0, 0, 0, 0, 0
